contrast	estimate	se	df	z_ratio	p_value	roi	atlas
Alice baseline	0.169042992708969	0.0418558980384279	Inf	4.03868990109281	5.3750568102639e-05	13	DKT
Alice critical	0.278264981081058	0.041855898038429	Inf	6.64816654574166	2.96766403168325e-11	13	DKT
Language baseline	0.12666215301063	0.0125568533088869	Inf	10.0870934695867	6.30075380044449e-24	13	DKT
Language critical	0.20815821037607	0.0125568533088869	Inf	16.5772590676639	1.01765604680411e-61	13	DKT
MD baseline	-0.0613291809911605	0.0180405980844343	Inf	-3.39950930141701	0.00067506883704626	13	DKT
MD critical	-0.128513647526593	0.0180405980844343	Inf	-7.12358021198181	1.05159005197558e-12	13	DKT
Alice baseline	-0.153380178918897	0.0703233986910601	Inf	-2.18106891552151	0.0291783195725363	14	DKT
Alice critical	-0.153121725430539	0.0703233986910559	Inf	-2.17739370224741	0.0294512051704882	14	DKT
Language baseline	-0.33141960887738	0.0282041334581469	Inf	-11.7507460163307	6.99981284784408e-32	14	DKT
Language critical	-0.10417131780089	0.0282041334581468	Inf	-3.69347698469354	0.000221208539479661	14	DKT
MD baseline	0.641159298291881	0.0347437712775974	Inf	18.4539350426042	4.84827810610207e-76	14	DKT
MD critical	0.861520983331248	0.0347437712775973	Inf	24.7964153473102	9.79973491486915e-136	14	DKT
Alice baseline	0.330980252511528	0.0708146752164737	Inf	4.67389353265765	2.95542581978386e-06	15	DKT
Alice critical	0.70806343855806	0.0708146752164779	Inf	9.99882349800428	1.54218294613135e-23	15	DKT
Language baseline	0.0934696548767232	0.0211383593135581	Inf	4.4218027279332	9.78808036072208e-06	15	DKT
Language critical	0.410321725698253	0.0211383593135582	Inf	19.4112381009188	6.20146403753222e-84	15	DKT
MD baseline	-0.369323309855523	0.0304687528508761	Inf	-12.1213792918637	8.13779368550284e-34	15	DKT
MD critical	-0.837296534264976	0.0304687528508761	Inf	-27.4804990661408	3.00303414113819e-166	15	DKT
Alice baseline	0.812593534695114	0.0695326945619062	Inf	11.686495681131	1.4942573329389e-31	16	DKT
Alice critical	2.29016454632275	0.0695326945619001	Inf	32.9365136897431	6.59948872004524e-238	16	DKT
Language baseline	0.423439088745065	0.0223152749837394	Inf	18.9753023009403	2.72937010503538e-80	16	DKT
Language critical	1.76077438336263	0.0223152749837394	Inf	78.9044448094708	0	16	DKT
MD baseline	-0.159828963053984	0.030755415267529	Inf	-5.196774670857	2.02775903923173e-07	16	DKT
MD critical	-0.413263022109089	0.0307554152675291	Inf	-13.4370815192797	3.66612635788698e-41	16	DKT
Alice baseline	0.000715434324262794	0.0278493022892061	Inf	0.0256894882619765	0.979505008243276	17	DKT
Alice critical	0.0632946319986789	0.0278493022892067	Inf	2.27275467591191	0.0230409677483425	17	DKT
Language baseline	-0.144235863224531	0.00839821741278236	Inf	-17.1745807634129	4.11615799734458e-66	17	DKT
Language critical	-0.03516703957014	0.00839821741278236	Inf	-4.18744095819842	2.82117378170344e-05	17	DKT
MD baseline	-0.0826239046429482	0.0120256290192171	Inf	-6.87065138221994	6.39094028483575e-12	17	DKT
MD critical	-0.122322426296491	0.0120256290192171	Inf	-10.1718110629405	2.64936112524149e-24	17	DKT
Alice baseline	0.104664484481299	0.0434366914868633	Inf	2.40958693902719	0.0159705904945443	18	DKT
Alice critical	0.137707554248743	0.0434366914868618	Inf	3.17030486289212	0.00152279076117406	18	DKT
Language baseline	0.0580143130742317	0.0142050343040925	Inf	4.08406708722397	4.42542453224606e-05	18	DKT
Language critical	0.112873252167716	0.0142050343040925	Inf	7.94600349083259	1.92624998820257e-15	18	DKT
MD baseline	0.0422942636853078	0.019365501896018	Inf	2.1840003895796	0.028962219433452	18	DKT
MD critical	-0.062457208755637	0.019365501896018	Inf	-3.22517893370373	0.00125893956991862	18	DKT
Alice baseline	0.94478464458553	0.0931956592884209	Inf	10.1376464504814	3.76050406591527e-24	19	DKT
Alice critical	2.27147128412027	0.0931956592884202	Inf	24.3731446449728	3.29566397320335e-131	19	DKT
Language baseline	0.611737563698647	0.0297437548976451	Inf	20.566924579757	5.43021977987397e-94	19	DKT
Language critical	1.93182864160234	0.0297437548976452	Inf	64.949050590626	0	19	DKT
MD baseline	0.0483190101209207	0.0411279447329935	Inf	1.17484621307027	0.240056247625805	19	DKT
MD critical	0.0761338132705323	0.0411279447329936	Inf	1.85114558397703	0.0641486117372673	19	DKT
Alice baseline	0.713196802174369	0.0907941604785948	Inf	7.85509550851025	3.99467633387471e-15	20	DKT
Alice critical	1.54062346496493	0.0907941604785883	Inf	16.968310041572	1.40929669858642e-64	20	DKT
Language baseline	0.424960366585314	0.0266646518100722	Inf	15.9372179172725	3.4957407049396e-57	20	DKT
Language critical	1.24353433754849	0.0266646518100722	Inf	46.6360613446587	0	20	DKT
MD baseline	-0.307898290395063	0.0388494005255089	Inf	-7.9254322133721	2.27354147589254e-15	20	DKT
MD critical	-0.501704315985606	0.038849400525509	Inf	-12.9140812779384	3.74891867072519e-38	20	DKT
Alice baseline	0.650823328372788	0.0878996359662595	Inf	7.40416409258632	1.31979147066846e-13	21	DKT
Alice critical	1.63424549116355	0.0878996359662588	Inf	18.5921758742081	3.71785090686364e-77	21	DKT
Language baseline	0.425251710454922	0.0264264119369202	Inf	16.0919201392151	2.90680548517196e-58	21	DKT
Language critical	1.35997301923679	0.02642641193692	Inf	51.462643603795	0	21	DKT
MD baseline	-0.33360960972601	0.0379148609386197	Inf	-8.79891423750939	1.38146206579782e-18	21	DKT
MD critical	-0.49722833019845	0.0379148609386196	Inf	-13.1143387550178	2.72549033123593e-39	21	DKT
Alice baseline	-0.10134952192918	0.096940375717088	Inf	-1.04548307327548	0.29579975973877	22	DKT
Alice critical	0.00106509434990773	0.0969403757170892	Inf	0.010987107714706	0.991233732759149	22	DKT
Language baseline	-0.337296786073649	0.0373691379393492	Inf	-9.02607886275267	1.77933333852277e-19	22	DKT
Language critical	-0.0578799971218076	0.0373691379393492	Inf	-1.54887161742259	0.121412585057497	22	DKT
MD baseline	1.03698781399202	0.0468448427440755	Inf	22.1366484173579	1.40288692213944e-108	22	DKT
MD critical	1.41524055808651	0.0468448427440757	Inf	30.2112351154277	1.6863343079135e-200	22	DKT
Alice baseline	0.349421365534322	0.060273614420463	Inf	5.79725256057803	6.74101344104677e-09	23	DKT
Alice critical	0.522668656231974	0.0602736144204625	Inf	8.67159969179699	4.26091338156883e-18	23	DKT
Language baseline	0.24156902986758	0.019209571420158	Inf	12.5754512989334	2.88150075203489e-36	23	DKT
Language critical	0.348424609895911	0.019209571420158	Inf	18.1380730613429	1.59527029151385e-73	23	DKT
MD baseline	0.237954037917328	0.0265839744415533	Inf	8.95103320387576	3.52170415065964e-19	23	DKT
MD critical	0.171448439492133	0.0265839744415533	Inf	6.44931554042357	1.12356417501067e-10	23	DKT
Alice baseline	0.0891074740531447	0.0339297579412306	Inf	2.62623370928513	0.00863355163474792	24	DKT
Alice critical	0.1387322066113	0.0339297579412341	Inf	4.0888062582581	4.33598804831007e-05	24	DKT
Language baseline	-0.01681813044519	0.0104225569666778	Inf	-1.61362806641015	0.106608125280644	24	DKT
Language critical	0.0158715735208149	0.0104225569666778	Inf	1.52280995647788	0.127806258288263	24	DKT
MD baseline	-0.121383587541807	0.0147507374211499	Inf	-8.22898436031852	1.88807425877712e-16	24	DKT
MD critical	-0.241374630848895	0.0147507374211499	Inf	-16.3635636617603	3.48145001082625e-60	24	DKT
Alice baseline	0.539299142689209	0.0837978479370266	Inf	6.43571590399896	1.22892705037715e-10	25	DKT
Alice critical	1.2030072357128	0.0837978479370264	Inf	14.3560636141497	9.76163363803173e-47	25	DKT
Language baseline	1.00425546702606	0.0312013362771934	Inf	32.1862967055074	2.74470385465833e-227	25	DKT
Language critical	1.77099382396656	0.0312013362771932	Inf	56.7601915582402	0	25	DKT
MD baseline	0.834276317595317	0.0397487863232881	Inf	20.9887243049363	8.3147509512225e-98	25	DKT
MD critical	0.950748400272482	0.0397487863232881	Inf	23.918929059614	1.94631180940781e-126	25	DKT
Alice baseline	-0.0151296442625913	0.0579852684951958	Inf	-0.260922207574926	0.794152498724128	26	DKT
Alice critical	0.0880618208536899	0.0579852684952012	Inf	1.51869299115133	0.128839791642375	26	DKT
Language baseline	-0.399320877302939	0.0173931798906936	Inf	-22.958474517739	1.21255284597508e-116	26	DKT
Language critical	-0.261798557189627	0.0173931798906937	Inf	-15.0517937970447	3.35998574177423e-51	26	DKT
MD baseline	-0.065329976397237	0.0249913527046567	Inf	-2.61410325280487	0.00894619958778947	26	DKT
MD critical	-0.111625198838184	0.0249913527046567	Inf	-4.46655289761023	7.94900142003117e-06	26	DKT
Alice baseline	-0.0238079004278912	0.0485394159677542	Inf	-0.490485926812702	0.623790085946591	27	DKT
Alice critical	-0.108543260893004	0.0485394159677494	Inf	-2.23618802840814	0.0253394570761476	27	DKT
Language baseline	-0.0569230424421288	0.0146234767323632	Inf	-3.89257927399389	9.91840742388123e-05	27	DKT
Language critical	-0.10483110547329	0.0146234767323632	Inf	-7.16868549059122	7.57212875000758e-13	27	DKT
MD baseline	-0.276769824308382	0.0209526563437711	Inf	-13.2092952686957	7.75470377725669e-40	27	DKT
MD critical	-0.501173381394996	0.0209526563437712	Inf	-23.9193242695447	1.9279681184511e-126	27	DKT
Alice baseline	0.00464245791458809	0.0761265851561343	Inf	0.0609833989672135	0.951372430150861	28	DKT
Alice critical	-0.124780809527306	0.0761265851561421	Inf	-1.63912264383553	0.101187720043552	28	DKT
Language baseline	0.210620671998917	0.0245952167713319	Inf	8.56348101978983	1.09509903842408e-17	28	DKT
Language critical	0.260526882338862	0.0245952167713318	Inf	10.5925832962177	3.2256500150681e-26	28	DKT
MD baseline	0.278450232746466	0.033765671127106	Inf	8.24654814939942	1.63035462941958e-16	28	DKT
MD critical	0.563069398100796	0.0337656711271059	Inf	16.6757946549086	1.96579784407624e-62	28	DKT
Alice baseline	0.36723354440489	0.0806848035018776	Inf	4.55145862004045	5.32752767088315e-06	29	DKT
Alice critical	0.941354730451514	0.0806848035018768	Inf	11.6670635558977	1.87793837773109e-31	29	DKT
Language baseline	0.322645221845725	0.0247356328442662	Inf	13.0437423565056	6.89859561267423e-39	29	DKT
Language critical	0.942336512922212	0.0247356328442662	Inf	38.0963171168936	0	29	DKT
MD baseline	-0.0245807459589301	0.0350511419015209	Inf	-0.701282315651563	0.483126847760622	29	DKT
MD critical	-0.278861226273891	0.0350511419015208	Inf	-7.95583855890845	1.77922279057888e-15	29	DKT
Alice baseline	-0.0922270381214017	0.0839541276712497	Inf	-1.09854084223884	0.271968393551677	30	DKT
Alice critical	-0.137875526493486	0.0839541276712403	Inf	-1.64227215883177	0.100533614241131	30	DKT
Language baseline	-0.0673243353023158	0.0292696841420849	Inf	-2.30013877073291	0.0214403593703224	30	DKT
Language critical	0.0108507978421602	0.029269684142085	Inf	0.370717968444303	0.710847605619092	30	DKT
MD baseline	1.21535241503963	0.0385317391243362	Inf	31.5415925327914	2.33828897356039e-218	30	DKT
MD critical	1.65837538354357	0.0385317391243364	Inf	43.0392040751711	0	30	DKT
Alice baseline	1.36622897827269	0.0622981798095231	Inf	21.930479870358	1.33017279068591e-106	31	DKT
Alice critical	2.7702489085054	0.0622981798095266	Inf	44.467573803525	0	31	DKT
Language baseline	0.43798935612049	0.0202921577085352	Inf	21.5841687420093	2.52997108218417e-103	31	DKT
Language critical	1.53952589861341	0.0202921577085352	Inf	75.8680235353117	0	31	DKT
MD baseline	-0.108381539664682	0.0277273030101802	Inf	-3.90883814501862	9.27410698665277e-05	31	DKT
MD critical	-0.269745364467833	0.0277273030101802	Inf	-9.72851071627108	2.27905099204487e-22	31	DKT
Alice baseline	0.392439586651081	0.0690174023187262	Inf	5.6860961651204	1.29976223354918e-08	32	DKT
Alice critical	0.728014737813766	0.0690174023187182	Inf	10.5482778742068	5.17366561793228e-26	32	DKT
Language baseline	0.179608642404715	0.0231973821995198	Inf	7.74262547643991	9.73845863279493e-15	32	DKT
Language critical	0.503081751469875	0.0231973821995198	Inf	21.6870053328814	2.7213549968984e-104	32	DKT
MD baseline	0.209325701936723	0.031142820831642	Inf	6.72147533032852	1.79893697372042e-11	32	DKT
MD critical	0.206875081857987	0.0311428208316421	Inf	6.64278560302395	3.07809429273317e-11	32	DKT
Alice baseline	1.60685071249168	0.0494066587019212	Inf	32.5229585385662	5.05129542186587e-232	35	DKT
Alice critical	1.93110114272465	0.0494066587019287	Inf	39.0858478079852	0	35	DKT
Language baseline	-0.0674136549302415	0.0153779651103831	Inf	-4.38378253860936	1.16636205983639e-05	35	DKT
Language critical	-0.0809939814175062	0.0153779651103831	Inf	-5.26688549727685	1.38757692277352e-07	35	DKT
MD baseline	-0.140618484883333	0.0215872447576033	Inf	-6.51396166867497	7.31941827338323e-11	35	DKT
MD critical	-0.254385331340044	0.0215872447576033	Inf	-11.7840574003983	4.71667281187481e-32	35	DKT
Alice baseline	0.178918192396266	0.0382811266327583	Inf	4.67379641442318	2.95682443087223e-06	36	DKT
Alice critical	0.192435715652113	0.0382811266327631	Inf	5.02690836396169	4.98450386615663e-07	36	DKT
Language baseline	0.100553218225268	0.0119512321877674	Inf	8.4136277034421	3.97521050585613e-17	36	DKT
Language critical	0.135702246553878	0.0119512321877673	Inf	11.3546657300136	7.03082800595899e-30	36	DKT
MD baseline	0.104740917379328	0.0167458293855903	Inf	6.25474647851464	3.98162172119423e-10	36	DKT
MD critical	0.166445541395075	0.0167458293855903	Inf	9.9395221080122	2.80167965136741e-23	36	DKT
Alice baseline	-0.0129641016608792	0.0437190540368282	Inf	-0.296532071575895	0.766823778116096	39	DKT
Alice critical	-0.0822857528236729	0.0437190540368321	Inf	-1.88214851936983	0.0598158531808541	39	DKT
Language baseline	0.058867034445454	0.0135308026339965	Inf	4.35059442058145	1.35768975682562e-05	39	DKT
Language critical	0.0201554990346897	0.0135308026339966	Inf	1.48960114044146	0.136329141980253	39	DKT
MD baseline	0.133450258903156	0.0190606170394443	Inf	7.00136090174797	2.53488023223014e-12	39	DKT
MD critical	0.245676386855912	0.0190606170394442	Inf	12.8892147797475	5.17682093672914e-38	39	DKT
Alice baseline	0.0830286846941201	0.0831736306220658	Inf	0.998257309115141	0.318154603072786	40	DKT
Alice critical	0.225281242833687	0.0831736306220633	Inf	2.70856569743063	0.00675747318905893	40	DKT
Language baseline	0.392871453023791	0.027437152979057	Inf	14.3189584328838	1.66601410904022e-46	40	DKT
Language critical	0.594923557131435	0.027437152979057	Inf	21.6831373716342	2.95998603852922e-104	40	DKT
MD baseline	0.674937510575593	0.0372207873095449	Inf	18.1333485764959	1.73843280633138e-73	40	DKT
MD critical	1.07592962868583	0.0372207873095448	Inf	28.9066864636128	9.83884652675924e-184	40	DKT
Alice baseline	-0.168677912476181	0.0882522466670102	Inf	-1.91131578907707	0.0559640112181241	42	DKT
Alice critical	-0.165635656662215	0.0882522466670082	Inf	-1.87684351297241	0.0605395447098024	42	DKT
Language baseline	-0.877509044603284	0.0306484050681506	Inf	-28.6314750360429	2.72677940829135e-180	42	DKT
Language critical	-0.654786357634452	0.0306484050681506	Inf	-21.3644513043485	2.86195766117821e-101	42	DKT
MD baseline	0.132658567788724	0.0404292331115463	Inf	3.28125362711463	0.0010334676767798	42	DKT
MD critical	0.339544762670613	0.0404292331115463	Inf	8.39849624982476	4.52232403523979e-17	42	DKT
Alice baseline	0.00794107281142136	0.0292387600967163	Inf	0.271594034259791	0.785934187063915	43	DKT
Alice critical	0.0434533402532794	0.0292387600967135	Inf	1.48615536738043	0.137238030056146	43	DKT
Language baseline	-0.00505492502339342	0.0087048131708305	Inf	-0.580704596892703	0.561439563031066	43	DKT
Language critical	0.0136030065029976	0.00870481317083049	Inf	1.56269942111805	0.118123310639289	43	DKT
MD baseline	-0.000883626648602073	0.0125800057670277	Inf	-0.0702405598984755	0.944002191898982	43	DKT
MD critical	-0.0291752491782464	0.0125800057670277	Inf	-2.31917613700266	0.0203854878089275	43	DKT
Alice baseline	-0.00342011884627014	0.0373185269537876	Inf	-0.0916466732597819	0.926978767561771	44	DKT
Alice critical	0.0290761253397951	0.0373185269537887	Inf	0.779133789921556	0.435900907354229	44	DKT
Language baseline	0.181103183082219	0.0132602233966595	Inf	13.6576268487183	1.81812881762815e-42	44	DKT
Language critical	0.217376906170037	0.0132602233966595	Inf	16.393155655643	2.14038776219321e-60	44	DKT
MD baseline	0.386426897075741	0.0172862011961423	Inf	22.3546453434765	1.08812860986051e-110	44	DKT
MD critical	0.557629885264716	0.0172862011961423	Inf	32.2586714650273	2.65892511733746e-228	44	DKT
Alice baseline	-0.107418753904833	0.0703386417155437	Inf	-1.52716559894979	0.126719838210489	45	DKT
Alice critical	-0.0784549515792267	0.0703386417155368	Inf	-1.11538906162723	0.264683734862544	45	DKT
Language baseline	-0.0340849058739335	0.0211095672563696	Inf	-1.61466625345665	0.106382989331327	45	DKT
Language critical	0.0965744949759237	0.0211095672563697	Inf	4.57491590438847	4.7641131056969e-06	45	DKT
MD baseline	0.260089591116272	0.0303211150626635	Inf	8.57783727870017	9.66735773655876e-18	45	DKT
MD critical	0.391594486785563	0.0303211150626636	Inf	12.914910483215	3.70875120044323e-38	45	DKT
Alice baseline	0.0757637427895914	0.0416125458230535	Inf	1.82069472778131	0.0686532740624528	46	DKT
Alice critical	0.172299405580311	0.0416125458230485	Inf	4.14056391341664	3.46453057662097e-05	46	DKT
Language baseline	0.143518074902333	0.0131687169767027	Inf	10.8984098569539	1.17289090953672e-27	46	DKT
Language critical	0.206939514704033	0.0131687169767028	Inf	15.7144781127985	1.20368277367761e-55	46	DKT
MD baseline	0.323608894007806	0.0183010253948167	Inf	17.6825553227996	5.71464484945214e-70	46	DKT
MD critical	0.439181106606232	0.0183010253948167	Inf	23.9976229272169	2.94432214092616e-127	46	DKT
Alice baseline	-0.0244578091579363	0.0365601418361171	Inf	-0.668974679244129	0.503511630240441	47	DKT
Alice critical	0.0119823652606684	0.036560141836113	Inf	0.32774394898087	0.743105270594605	47	DKT
Language baseline	-0.174753301764302	0.0111715091611879	Inf	-15.6427658289384	3.72204423570296e-55	47	DKT
Language critical	-0.112346538308212	0.011171509161188	Inf	-10.0565229538124	8.59815647575154e-24	47	DKT
MD baseline	-0.168360945874153	0.0158630905920559	Inf	-10.6133760566473	2.58245802310501e-26	47	DKT
MD critical	-0.287170717527697	0.0158630905920559	Inf	-18.1030749248516	3.01364201935746e-73	47	DKT
Alice baseline	0.0663568080707992	0.0828085874712927	Inf	0.801327617063908	0.422942006831198	48	DKT
Alice critical	0.0728490987685386	0.0828085874712902	Inf	0.87972879375337	0.379006247087369	48	DKT
Language baseline	0.552100042190413	0.030382332826788	Inf	18.1717462361425	8.64041961402588e-74	48	DKT
Language critical	0.698880232700323	0.0303823328267878	Inf	23.0028496062069	4.36500954861452e-117	48	DKT
MD baseline	1.15430199905723	0.038980594047392	Inf	29.6122218572104	1.04016618768408e-192	48	DKT
MD critical	1.46784728055329	0.0389805940473921	Inf	37.6558468752092	0	48	DKT
Alice baseline	0.130985861971888	0.0430597071799266	Inf	3.04195895769932	0.00235043940136889	49	DKT
Alice critical	0.120298478251015	0.0430597071799325	Inf	2.79375978448546	0.00520991635131582	49	DKT
Language baseline	0.144335446908073	0.0131926379371	Inf	10.9406054798318	7.37060091480447e-28	49	DKT
Language critical	0.173478129627621	0.0131926379371	Inf	13.1496165099605	1.71039706994691e-39	49	DKT
MD baseline	0.0724218090987944	0.0187016770209869	Inf	3.87247673123234	0.000107734964107727	49	DKT
MD critical	0.129638228390132	0.0187016770209869	Inf	6.93190392736719	4.15213921062836e-12	49	DKT
Alice baseline	-0.0965184463128387	0.0702312186150967	Inf	-1.3742954802167	0.169349968926662	50	DKT
Alice critical	-0.076226225382585	0.070231218615097	Inf	-1.08536099594603	0.277761800289271	50	DKT
Language baseline	-0.136048829308191	0.0272077556628076	Inf	-5.0003694165104	5.72205720141223e-07	50	DKT
Language critical	0.0832790927881259	0.0272077556628076	Inf	3.0608585956234	0.00220703299245294	50	DKT
MD baseline	0.835945767592385	0.0340304909401029	Inf	24.5646108680516	3.01927045747508e-133	50	DKT
MD critical	1.09015775184436	0.0340304909401028	Inf	32.03473478426	3.58208618017058e-225	50	DKT
Alice baseline	0.239421541731597	0.0552150548766517	Inf	4.3361641542593	1.44990681443558e-05	51	DKT
Alice critical	0.440296437080453	0.0552150548766537	Inf	7.97420989735575	1.53358716185597e-15	51	DKT
Language baseline	0.0506869837782178	0.0169233819727155	Inf	2.99508596212845	0.00274367506915295	51	DKT
Language critical	0.216960700492098	0.0169233819727156	Inf	12.820173936976	1.26416616202992e-37	51	DKT
MD baseline	-0.238908878500916	0.0239844640276057	Inf	-9.96098467015717	2.25814959767354e-23	51	DKT
MD critical	-0.54476008519383	0.0239844640276057	Inf	-22.7130397646919	3.32993655722549e-114	51	DKT
Alice baseline	1.02563816213258	0.062817942830382	Inf	16.3271529744608	6.32687113375237e-60	52	DKT
Alice critical	2.08056215050484	0.0628179428303873	Inf	33.1205075613905	1.50615224145021e-240	52	DKT
Language baseline	0.266763412614604	0.0199742314668703	Inf	13.3553780558247	1.1019724937028e-40	52	DKT
Language critical	0.872298881453123	0.0199742314668703	Inf	43.6712112253199	0	52	DKT
MD baseline	-0.120015691197662	0.0276801515316966	Inf	-4.33580325816612	1.45228798372722e-05	52	DKT
MD critical	-0.324639685292162	0.0276801515316965	Inf	-11.7282481246686	9.13293326395594e-32	52	DKT
Alice baseline	-0.0469976323829197	0.0259610924205087	Inf	-1.81031027591861	0.0702476843960293	53	DKT
Alice critical	-0.0371748184294323	0.0259610924205086	Inf	-1.43194353408892	0.152159981885031	53	DKT
Language baseline	-0.116716898590518	0.00776828614340012	Inf	-15.0247939424425	5.0518188544938e-51	53	DKT
Language critical	-0.0623405444828696	0.00776828614340016	Inf	-8.02500620240841	1.01520814030965e-15	53	DKT
MD baseline	-0.032543530249084	0.011179506509466	Inf	-2.91099881927064	0.00360275378989171	53	DKT
MD critical	-0.0226602782805804	0.011179506509466	Inf	-2.02694799286474	0.0426677316352436	53	DKT
Alice baseline	0.03228329286261	0.0376332005653398	Inf	0.857840746405791	0.390980406774286	54	DKT
