task	condition	emmean	se	df	lowCI	highCI	roi	atlas
Lang	critical	-0.03516703957014	0.00839821741278236	Inf	-0.0516272432335306	-0.0187068359067494	17	DKT
MD	critical	-0.122322426296491	0.0120256290192171	Inf	-0.145892226065597	-0.098752626527386	17	DKT
Alice	baseline	0.104664484481299	0.0434366914868633	Inf	0.0195301335594696	0.189798835403129	18	DKT
Lang	baseline	0.0580143130742317	0.0142050343040925	Inf	0.0301729574390544	0.085855668709409	18	DKT
MD	baseline	0.0422942636853078	0.019365501896018	Inf	0.00433857742657037	0.0802499499440453	18	DKT
Alice	critical	0.137707554248743	0.0434366914868618	Inf	0.0525732033269161	0.222841905170569	18	DKT
Lang	critical	0.112873252167716	0.0142050343040925	Inf	0.0850318965325385	0.140714607802893	18	DKT
MD	critical	-0.062457208755637	0.019365501896018	Inf	-0.100412895014374	-0.0245015224968996	18	DKT
Alice	baseline	0.94478464458553	0.0931956592884209	Inf	0.76212450886476	1.1274447803063	19	DKT
Lang	baseline	0.611737563698647	0.0297437548976451	Inf	0.553440875334276	0.670034252063018	19	DKT
MD	baseline	0.0483190101209207	0.0411279447329935	Inf	-0.0322902803139004	0.128928300555742	19	DKT
Alice	critical	2.27147128412027	0.0931956592884202	Inf	2.0888111483995	2.45413141984104	19	DKT
Lang	critical	1.93182864160234	0.0297437548976452	Inf	1.87353195323797	1.99012532996671	19	DKT
MD	critical	0.0761338132705323	0.0411279447329936	Inf	-0.00447547716428899	0.156743103705353	19	DKT
Alice	baseline	0.713196802174369	0.0907941604785948	Inf	0.535243517629773	0.891150086718964	20	DKT
Lang	baseline	0.424960366585314	0.0266646518100722	Inf	0.372698609377272	0.477222123793356	20	DKT
MD	baseline	-0.307898290395063	0.0388494005255089	Inf	-0.384041716246032	-0.231754864544094	20	DKT
Alice	critical	1.54062346496493	0.0907941604785883	Inf	1.36267018042035	1.71857674950951	20	DKT
Lang	critical	1.24353433754849	0.0266646518100722	Inf	1.19127258034045	1.29579609475653	20	DKT
MD	critical	-0.501704315985606	0.038849400525509	Inf	-0.577847741836575	-0.425560890134637	20	DKT
Alice	baseline	0.650823328372788	0.0878996359662595	Inf	0.478543207624738	0.823103449120838	21	DKT
Lang	baseline	0.425251710454922	0.0264264119369202	Inf	0.373456894817939	0.477046526091905	21	DKT
MD	baseline	-0.33360960972601	0.0379148609386197	Inf	-0.407921371644549	-0.25929784780747	21	DKT
Alice	critical	1.63424549116355	0.0878996359662588	Inf	1.46196537041551	1.8065256119116	21	DKT
Lang	critical	1.35997301923679	0.02642641193692	Inf	1.30817820359981	1.41176783487377	21	DKT
MD	critical	-0.49722833019845	0.0379148609386196	Inf	-0.571540092116989	-0.422916568279912	21	DKT
Alice	baseline	-0.10134952192918	0.096940375717088	Inf	-0.291349166982454	0.0886501231240933	22	DKT
Lang	baseline	-0.337296786073649	0.0373691379393492	Inf	-0.410538950568082	-0.264054621579215	22	DKT
MD	baseline	1.03698781399202	0.0468448427440755	Inf	0.945173609352191	1.12880201863185	22	DKT
Alice	critical	0.00106509434990773	0.0969403757170892	Inf	-0.188934550703368	0.191064739403184	22	DKT
Lang	critical	-0.0578799971218076	0.0373691379393492	Inf	-0.131122161616241	0.0153621673726261	22	DKT
MD	critical	1.41524055808651	0.0468448427440757	Inf	1.32342635344668	1.50705476272634	22	DKT
Alice	baseline	0.349421365534322	0.060273614420463	Inf	0.23128725205216	0.467555479016483	23	DKT
Lang	baseline	0.24156902986758	0.019209571420158	Inf	0.20391896172562	0.279219098009539	23	DKT
MD	baseline	0.237954037917328	0.0265839744415533	Inf	0.18585040544595	0.290057670388706	23	DKT
Alice	critical	0.522668656231974	0.0602736144204625	Inf	0.404534542749813	0.640802769714134	23	DKT
Lang	critical	0.348424609895911	0.019209571420158	Inf	0.310774541753951	0.386074678037871	23	DKT
MD	critical	0.171448439492133	0.0265839744415533	Inf	0.119344807020755	0.223552071963511	23	DKT
Alice	baseline	0.0891074740531447	0.0339297579412306	Inf	0.0226063704841708	0.155608577622118	24	DKT
Lang	baseline	-0.01681813044519	0.0104225569666778	Inf	-0.0372459667266956	0.00360970583631554	24	DKT
MD	baseline	-0.121383587541807	0.0147507374211499	Inf	-0.150294501632668	-0.0924726734509465	24	DKT
Alice	critical	0.1387322066113	0.0339297579412341	Inf	0.0722311030423197	0.205233310180281	24	DKT
Lang	critical	0.0158715735208149	0.0104225569666778	Inf	-0.00455626276069062	0.0362994098023204	24	DKT
MD	critical	-0.241374630848895	0.0147507374211499	Inf	-0.270285544939756	-0.212463716758035	24	DKT
Alice	baseline	0.539299142689209	0.0837978479370266	Inf	0.375058378750673	0.703539906627745	25	DKT
Lang	baseline	1.00425546702606	0.0312013362771934	Inf	0.943101971653237	1.06540896239888	25	DKT
MD	baseline	0.834276317595317	0.0397487863232881	Inf	0.756370127972494	0.91218250721814	25	DKT
Alice	critical	1.2030072357128	0.0837978479370264	Inf	1.03876647177426	1.36724799965133	25	DKT
Lang	critical	1.77099382396656	0.0312013362771932	Inf	1.70984032859374	1.83214731933938	25	DKT
MD	critical	0.950748400272482	0.0397487863232881	Inf	0.872842210649659	1.02865458989531	25	DKT
Alice	baseline	-0.0151296442625913	0.0579852684951958	Inf	-0.12877868214706	0.0985193936218774	26	DKT
Lang	baseline	-0.399320877302939	0.0173931798906936	Inf	-0.433410883465325	-0.365230871140553	26	DKT
MD	baseline	-0.065329976397237	0.0249913527046567	Inf	-0.114312127623302	-0.0163478251711721	26	DKT
Alice	critical	0.0880618208536899	0.0579852684952012	Inf	-0.0255872170307895	0.201710858738169	26	DKT
Lang	critical	-0.261798557189627	0.0173931798906937	Inf	-0.295888563352013	-0.227708551027241	26	DKT
MD	critical	-0.111625198838184	0.0249913527046567	Inf	-0.160607350064248	-0.0626430476121188	26	DKT
Alice	baseline	-0.0238079004278912	0.0485394159677542	Inf	-0.118943407555298	0.0713276066995155	27	DKT
Lang	baseline	-0.0569230424421288	0.0146234767323632	Inf	-0.08558453016632	-0.0282615547179375	27	DKT
MD	baseline	-0.276769824308382	0.0209526563437711	Inf	-0.317836276122618	-0.235703372494146	27	DKT
Alice	critical	-0.108543260893004	0.0485394159677494	Inf	-0.203678768020401	-0.0134077537656071	27	DKT
Lang	critical	-0.10483110547329	0.0146234767323632	Inf	-0.133492593197481	-0.0761696177490989	27	DKT
MD	critical	-0.501173381394996	0.0209526563437712	Inf	-0.542239833209232	-0.46010692958076	27	DKT
Alice	baseline	0.00464245791458809	0.0761265851561343	Inf	-0.144562907257457	0.153847823086633	28	DKT
Lang	baseline	0.210620671998917	0.0245952167713319	Inf	0.162414932935151	0.258826411062683	28	DKT
MD	baseline	0.278450232746466	0.033765671127106	Inf	0.212270733423514	0.344629732069417	28	DKT
Alice	critical	-0.124780809527306	0.0761265851561421	Inf	-0.273986174699366	0.0244245556447537	28	DKT
Lang	critical	0.260526882338862	0.0245952167713318	Inf	0.212321143275096	0.308732621402628	28	DKT
MD	critical	0.563069398100796	0.0337656711271059	Inf	0.496889898777844	0.629248897423747	28	DKT
Alice	baseline	0.36723354440489	0.0806848035018776	Inf	0.209094235441519	0.525372853368262	29	DKT
Lang	baseline	0.322645221845725	0.0247356328442662	Inf	0.274164272336157	0.371126171355293	29	DKT
MD	baseline	-0.0245807459589301	0.0350511419015209	Inf	-0.0932797217029137	0.0441182297850536	29	DKT
Alice	critical	0.941354730451514	0.0806848035018768	Inf	0.783215421488145	1.09949403941488	29	DKT
Lang	critical	0.942336512922212	0.0247356328442662	Inf	0.893855563412644	0.99081746243178	29	DKT
MD	critical	-0.278861226273891	0.0350511419015208	Inf	-0.347560202017875	-0.210162250529907	29	DKT
Alice	baseline	-0.0922270381214017	0.0839541276712497	Inf	-0.256774104710529	0.0723200284677253	30	DKT
Lang	baseline	-0.0673243353023158	0.0292696841420849	Inf	-0.124691862059665	-0.00995680854496624	30	DKT
MD	baseline	1.21535241503963	0.0385317391243362	Inf	1.13983159409424	1.29087323598502	30	DKT
Alice	critical	-0.137875526493486	0.0839541276712403	Inf	-0.302422593082594	0.0266715400956229	30	DKT
Lang	critical	0.0108507978421602	0.029269684142085	Inf	-0.0465167289151896	0.0682183245995099	30	DKT
MD	critical	1.65837538354357	0.0385317391243364	Inf	1.58285456259818	1.73389620448896	30	DKT
Alice	baseline	1.36622897827269	0.0622981798095231	Inf	1.24412678954362	1.48833116700176	31	DKT
Lang	baseline	0.43798935612049	0.0202921577085352	Inf	0.398217457843154	0.477761254397826	31	DKT
MD	baseline	-0.108381539664682	0.0277273030101802	Inf	-0.162726054953064	-0.0540370243762996	31	DKT
Alice	critical	2.7702489085054	0.0622981798095266	Inf	2.64814671977633	2.89235109723447	31	DKT
Lang	critical	1.53952589861341	0.0202921577085352	Inf	1.49975400033607	1.57929779689074	31	DKT
MD	critical	-0.269745364467833	0.0277273030101802	Inf	-0.324089879756215	-0.215400849179451	31	DKT
Alice	baseline	0.392439586651081	0.0690174023187262	Inf	0.257167963799866	0.527711209502295	32	DKT
Lang	baseline	0.179608642404715	0.0231973821995198	Inf	0.134142608758046	0.225074676051385	32	DKT
MD	baseline	0.209325701936723	0.031142820831642	Inf	0.148286894729721	0.270364509143725	32	DKT
Alice	critical	0.728014737813766	0.0690174023187182	Inf	0.592743114962567	0.863286360664965	32	DKT
Lang	critical	0.503081751469875	0.0231973821995198	Inf	0.457615717823205	0.548547785116544	32	DKT
MD	critical	0.206875081857987	0.0311428208316421	Inf	0.145836274650985	0.267913889064989	32	DKT
Alice	baseline	1.60685071249168	0.0494066587019212	Inf	1.51001544083945	1.7036859841439	35	DKT
Lang	baseline	-0.0674136549302415	0.0153779651103831	Inf	-0.097553912702106	-0.0372733971583771	35	DKT
MD	baseline	-0.140618484883333	0.0215872447576033	Inf	-0.182928707133686	-0.098308262632979	35	DKT
Alice	critical	1.93110114272465	0.0494066587019287	Inf	1.83426587107241	2.0279364143769	35	DKT
Lang	critical	-0.0809939814175062	0.0153779651103831	Inf	-0.111134239189371	-0.0508537236456418	35	DKT
MD	critical	-0.254385331340044	0.0215872447576033	Inf	-0.296695553590397	-0.21207510908969	35	DKT
Alice	baseline	0.178918192396266	0.0382811266327583	Inf	0.103888562908442	0.253947821884089	36	DKT
Lang	baseline	0.100553218225268	0.0119512321877674	Inf	0.0771292335663685	0.123977202884168	36	DKT
MD	baseline	0.104740917379328	0.0167458293855903	Inf	0.0719196948923185	0.137562139866338	36	DKT
Alice	critical	0.192435715652113	0.0382811266327631	Inf	0.117406086164281	0.267465345139946	36	DKT
Lang	critical	0.135702246553878	0.0119512321877673	Inf	0.112278261894978	0.159126231212778	36	DKT
MD	critical	0.166445541395075	0.0167458293855903	Inf	0.133624318908066	0.199266763882085	36	DKT
Alice	baseline	-0.0129641016608792	0.0437190540368282	Inf	-0.0986518730112229	0.0727236696894646	39	DKT
Lang	baseline	0.058867034445454	0.0135308026339965	Inf	0.0323471486009011	0.0853869202900069	39	DKT
MD	baseline	0.133450258903156	0.0190606170394443	Inf	0.0960921359827349	0.170808381823577	39	DKT
Alice	critical	-0.0822857528236729	0.0437190540368321	Inf	-0.167973524174024	0.00340201852667844	39	DKT
Lang	critical	0.0201554990346897	0.0135308026339966	Inf	-0.00636438680986331	0.0466753848792426	39	DKT
MD	critical	0.245676386855912	0.0190606170394442	Inf	0.208318263935491	0.283034509776333	39	DKT
Alice	baseline	0.0830286846941201	0.0831736306220658	Inf	-0.0799886357885666	0.246046005176807	40	DKT
Lang	baseline	0.392871453023791	0.027437152979057	Inf	0.339095621346523	0.446647284701058	40	DKT
MD	baseline	0.674937510575593	0.0372207873095449	Inf	0.601986107972659	0.747888913178526	40	DKT
Alice	critical	0.225281242833687	0.0831736306220633	Inf	0.0622639223510051	0.388298563316369	40	DKT
Lang	critical	0.594923557131435	0.027437152979057	Inf	0.541147725454167	0.648699388808702	40	DKT
MD	critical	1.07592962868583	0.0372207873095448	Inf	1.0029782260829	1.14888103128876	40	DKT
Alice	baseline	-0.168677912476181	0.0882522466670102	Inf	-0.341649137498266	0.00429331254590407	42	DKT
Lang	baseline	-0.877509044603284	0.0306484050681506	Inf	-0.937578814720454	-0.817439274486114	42	DKT
MD	baseline	0.132658567788724	0.0404292331115463	Inf	0.0534187269675193	0.211898408609929	42	DKT
Alice	critical	-0.165635656662215	0.0882522466670082	Inf	-0.338606881684296	0.00733556835986615	42	DKT
Lang	critical	-0.654786357634452	0.0306484050681506	Inf	-0.714856127751622	-0.594716587517282	42	DKT
MD	critical	0.339544762670613	0.0404292331115463	Inf	0.260304921849408	0.418784603491818	42	DKT
Alice	baseline	0.00794107281142136	0.0292387600967163	Inf	-0.0493658439307494	0.0652479895535921	43	DKT
Lang	baseline	-0.00505492502339342	0.0087048131708305	Inf	-0.0221160453303711	0.0120061952835843	43	DKT
MD	baseline	-0.000883626648602073	0.0125800057670277	Inf	-0.0255399848772825	0.0237727315800783	43	DKT
Alice	critical	0.0434533402532794	0.0292387600967135	Inf	-0.0138535764888859	0.100760256995445	43	DKT
Lang	critical	0.0136030065029976	0.00870481317083049	Inf	-0.00345811380398007	0.0306641268099753	43	DKT
MD	critical	-0.0291752491782464	0.0125800057670277	Inf	-0.0538316074069267	-0.00451889094956599	43	DKT
Alice	baseline	-0.00342011884627014	0.0373185269537876	Inf	-0.0765630876317811	0.0697228499392408	44	DKT
Lang	baseline	0.181103183082219	0.0132602233966595	Inf	0.155113622797811	0.207092743366627	44	DKT
MD	baseline	0.386426897075741	0.0172862011961423	Inf	0.352546565301789	0.420307228849693	44	DKT
Alice	critical	0.0290761253397951	0.0373185269537887	Inf	-0.044066843445718	0.102219094125308	44	DKT
Lang	critical	0.217376906170037	0.0132602233966595	Inf	0.191387345885629	0.243366466454445	44	DKT
MD	critical	0.557629885264716	0.0172862011961423	Inf	0.523749553490764	0.591510217038668	44	DKT
Alice	baseline	-0.107418753904833	0.0703386417155437	Inf	-0.245279958388765	0.0304424505790995	45	DKT
Lang	baseline	-0.0340849058739335	0.0211095672563696	Inf	-0.0754588974256438	0.00728908567777686	45	DKT
MD	baseline	0.260089591116272	0.0303211150626635	Inf	0.200661297622357	0.319517884610188	45	DKT
Alice	critical	-0.0784549515792267	0.0703386417155368	Inf	-0.216316156063145	0.0594062529046922	45	DKT
Lang	critical	0.0965744949759237	0.0211095672563697	Inf	0.0552005034242132	0.137948486527634	45	DKT
MD	critical	0.391594486785563	0.0303211150626636	Inf	0.332166193291648	0.451022780279479	45	DKT
Alice	baseline	0.0757637427895914	0.0416125458230535	Inf	-0.00579534832861597	0.157322833907799	46	DKT
Lang	baseline	0.143518074902333	0.0131687169767027	Inf	0.117707863905395	0.169328285899272	46	DKT
MD	baseline	0.323608894007806	0.0183010253948167	Inf	0.287739543353812	0.359478244661799	46	DKT
Alice	critical	0.172299405580311	0.0416125458230485	Inf	0.0907403144621134	0.253858496698509	46	DKT
Lang	critical	0.206939514704033	0.0131687169767028	Inf	0.181129303707095	0.232749725700972	46	DKT
MD	critical	0.439181106606232	0.0183010253948167	Inf	0.403311755952239	0.475050457260226	46	DKT
Alice	baseline	-0.0244578091579363	0.0365601418361171	Inf	-0.0961143704264019	0.0471987521105293	47	DKT
Lang	baseline	-0.174753301764302	0.0111715091611879	Inf	-0.19664905737319	-0.152857546155415	47	DKT
MD	baseline	-0.168360945874153	0.0158630905920559	Inf	-0.199452032118079	-0.137269859630227	47	DKT
Alice	critical	0.0119823652606684	0.036560141836113	Inf	-0.0596741960077891	0.0836389265291259	47	DKT
Lang	critical	-0.112346538308212	0.011171509161188	Inf	-0.1342422939171	-0.0904507826993245	47	DKT
MD	critical	-0.287170717527697	0.0158630905920559	Inf	-0.318261803771623	-0.256079631283771	47	DKT
Alice	baseline	0.0663568080707992	0.0828085874712927	Inf	-0.0959450409835692	0.228658657125168	48	DKT
Lang	baseline	0.552100042190413	0.030382332826788	Inf	0.492551764083599	0.611648320297226	48	DKT
MD	baseline	1.15430199905723	0.038980594047392	Inf	1.07790143862836	1.23070255948609	48	DKT
Alice	critical	0.0728490987685386	0.0828085874712902	Inf	-0.0894527502858249	0.235150947822902	48	DKT
Lang	critical	0.698880232700323	0.0303823328267878	Inf	0.63933195459351	0.758428510807136	48	DKT
MD	critical	1.46784728055329	0.0389805940473921	Inf	1.39144672012443	1.54424784098216	48	DKT
Alice	baseline	0.130985861971888	0.0430597071799266	Inf	0.0465903867143907	0.215381337229385	49	DKT
Lang	baseline	0.144335446908073	0.0131926379371	Inf	0.118478351690281	0.170192542125866	49	DKT
MD	baseline	0.0724218090987944	0.0187016770209869	Inf	0.0357671956871597	0.109076422510429	49	DKT
Alice	critical	0.120298478251015	0.0430597071799325	Inf	0.035903002993507	0.204693953508524	49	DKT
Lang	critical	0.173478129627621	0.0131926379371	Inf	0.147621034409828	0.199335224845413	49	DKT
MD	critical	0.129638228390132	0.0187016770209869	Inf	0.0929836149784971	0.166292841801766	49	DKT
Alice	baseline	-0.0965184463128387	0.0702312186150967	Inf	-0.234169105388787	0.0411322127631098	50	DKT
Lang	baseline	-0.136048829308191	0.0272077556628076	Inf	-0.189375050507459	-0.0827226081089222	50	DKT
MD	baseline	0.835945767592385	0.0340304909401029	Inf	0.769247230973567	0.902644304211203	50	DKT
Alice	critical	-0.076226225382585	0.070231218615097	Inf	-0.213876884458534	0.061424433693364	50	DKT
Lang	critical	0.0832790927881259	0.0272077556628076	Inf	0.0299528715888573	0.136605313987395	50	DKT
MD	critical	1.09015775184436	0.0340304909401028	Inf	1.02345921522554	1.15685628846318	50	DKT
Alice	baseline	0.239421541731597	0.0552150548766517	Inf	0.131202022768957	0.347641060694237	51	DKT
Lang	baseline	0.0506869837782178	0.0169233819727155	Inf	0.0175177646150811	0.0838562029413546	51	DKT
MD	baseline	-0.238908878500916	0.0239844640276057	Inf	-0.28591756418352	-0.191900192818313	51	DKT
Alice	critical	0.440296437080453	0.0552150548766537	Inf	0.332076918117809	0.548515956043097	51	DKT
Lang	critical	0.216960700492098	0.0169233819727156	Inf	0.183791481328961	0.250129919655235	51	DKT
MD	critical	-0.54476008519383	0.0239844640276057	Inf	-0.591768770876434	-0.497751399511226	51	DKT
Alice	baseline	1.02563816213258	0.062817942830382	Inf	0.902517256602133	1.14875906766302	52	DKT
Lang	baseline	0.266763412614604	0.0199742314668703	Inf	0.227614638320671	0.305912186908536	52	DKT
MD	baseline	-0.120015691197662	0.0276801515316966	Inf	-0.174267791286398	-0.0657635911089255	52	DKT
Alice	critical	2.08056215050484	0.0628179428303873	Inf	1.95744124497439	2.2036830560353	52	DKT
Lang	critical	0.872298881453123	0.0199742314668703	Inf	0.83315010715919	0.911447655747055	52	DKT
MD	critical	-0.324639685292162	0.0276801515316965	Inf	-0.378891785380899	-0.270387585203426	52	DKT
Alice	baseline	-0.0469976323829197	0.0259610924205087	Inf	-0.0978804385264326	0.00388517376059316	53	DKT
Lang	baseline	-0.116716898590518	0.00776828614340012	Inf	-0.131942459653184	-0.101491337527852	53	DKT
MD	baseline	-0.032543530249084	0.011179506509466	Inf	-0.0544549603725684	-0.0106321001255995	53	DKT
Alice	critical	-0.0371748184294323	0.0259610924205086	Inf	-0.0880576245729449	0.0137079877140804	53	DKT
