contrast	estimate	se	df	z_ratio	p_value	roi	atlas
MD critical vs. baseline	0.0278148031496117	0.0480047675330791	Inf	0.579417515779972	0.562307488128174	19	DKT
Alice critical vs. baseline	0.82742666279056	0.116825001502883	Inf	7.08261632481248	1.41457929383268e-12	20	DKT
Lang critical vs. baseline	0.818573970963178	0.0288315288637445	Inf	28.3916255302205	2.56571968049464e-177	20	DKT
MD critical vs. baseline	-0.193806025590542	0.0480676803844009	Inf	-4.03194046479175	5.53182023186911e-05	20	DKT
Alice critical vs. baseline	0.983422162790767	0.112174189398643	Inf	8.76692016285398	1.83619892270264e-18	21	DKT
Lang critical vs. baseline	0.934721308781867	0.0276837435292843	Inf	33.7642670252707	6.60178261950474e-250	21	DKT
MD critical vs. baseline	-0.163618720472441	0.0461541024098346	Inf	-3.5450525940155	0.00039253475379707	21	DKT
Alice critical vs. baseline	0.102414616279088	0.115060041837894	Inf	0.890097158346057	0.373413718689316	22	DKT
Lang critical vs. baseline	0.279416788951841	0.0283959501359911	Inf	9.84002252482083	7.56938885631841e-23	22	DKT
MD critical vs. baseline	0.378252744094487	0.0473414872238909	Inf	7.98987877811328	1.35071502307764e-15	22	DKT
Alice critical vs. baseline	0.173247290697652	0.0754891282398046	Inf	2.29499657417292	0.0217333206269336	23	DKT
Lang critical vs. baseline	0.106855580028331	0.0186301472437063	Inf	5.73562724065047	9.71521228784454e-09	23	DKT
MD critical vs. baseline	-0.0665055984251952	0.0310600234714191	Inf	-2.14119601314508	0.0322582344244522	23	DKT
Alice critical vs. baseline	0.0496247325581557	0.0429906678895267	Inf	1.15431406382605	0.248371432687295	24	DKT
Lang critical vs. baseline	0.0326897039660049	0.0106097724475354	Inf	3.08109378666256	0.00206241675520111	24	DKT
MD critical vs. baseline	-0.119991043307088	0.0176885226367812	Inf	-6.78355370716948	1.172551750103e-11	24	DKT
Alice critical vs. baseline	0.663708093023588	0.100418151740233	Inf	6.60944342752394	3.85767601820552e-11	25	DKT
Lang critical vs. baseline	0.7667383569405	0.0247824421407853	Inf	30.9387732082567	3.59729500543847e-210	25	DKT
MD critical vs. baseline	0.116472082677165	0.0413170773425805	Inf	2.81898164556599	0.00481762728296208	25	DKT
Alice critical vs. baseline	0.103191465116281	0.0740563185180844	Inf	1.3934187815599	0.16349318949226	26	DKT
Lang critical vs. baseline	0.137522320113312	0.018276540615702	Inf	7.5245268240294	5.29115902791953e-14	26	DKT
MD critical vs. baseline	-0.0462952224409465	0.0304704935003571	Inf	-1.51934600075985	0.128675426505121	26	DKT
Alice critical vs. baseline	-0.084735360465113	0.0619002515946517	Inf	-1.36890171335643	0.171030000122211	27	DKT
Lang critical vs. baseline	-0.0479080630311614	0.0152765150230296	Inf	-3.13605969417365	0.00171234346063056	27	DKT
MD critical vs. baseline	-0.224403557086614	0.0254688762772436	Inf	-8.81089352525217	1.24152247890396e-18	27	DKT
Alice critical vs. baseline	-0.129423267441894	0.0949519031276282	Inf	-1.36304026753347	0.172869820257221	28	DKT
Lang critical vs. baseline	0.0499062103399448	0.0234334132289662	Inf	2.12970299513412	0.0331961415673469	28	DKT
MD critical vs. baseline	0.28461916535433	0.0390679877827072	Inf	7.28522715163518	3.2112876788674e-13	28	DKT
Alice critical vs. baseline	0.574121186046624	0.102297852620269	Inf	5.61225061270612	1.99711914443622e-08	29	DKT
Lang critical vs. baseline	0.619691291076487	0.025246338134629	Inf	24.54578908719	4.79681335061046e-133	29	DKT
MD critical vs. baseline	-0.254280480314961	0.0420904808089407	Inf	-6.04128238565875	1.52894117752188e-09	29	DKT
Alice critical vs. baseline	-0.045648488372084	0.102448831101554	Inf	-0.445573540286019	0.65590532720007	30	DKT
Lang critical vs. baseline	0.0781751331444759	0.0252835984845975	Inf	3.09193065188483	0.00198859299923475	30	DKT
MD critical vs. baseline	0.443022968503937	0.0421526009483812	Inf	10.5099794208772	7.7710503764489e-26	30	DKT
Alice critical vs. baseline	1.40401993023271	0.0775156660799869	Inf	18.1127248366018	2.52914164648709e-73	31	DKT
Lang critical vs. baseline	1.10153654249292	0.0191302814913506	Inf	57.5807806587143	0	31	DKT
MD critical vs. baseline	-0.161363824803151	0.0318938430471575	Inf	-5.05940361481564	4.20569800084821e-07	31	DKT
Alice critical vs. baseline	0.335575151162685	0.0850960234752613	Inf	3.94348804395357	8.03049967482541e-05	32	DKT
Lang critical vs. baseline	0.323473109065159	0.0210010564986495	Inf	15.4027064822172	1.5695991798217e-53	32	DKT
MD critical vs. baseline	-0.00245062007873592	0.035012783272178	Inf	-0.0699921528570179	0.944199905433951	32	DKT
Alice critical vs. baseline	0.324250430232978	0.062336154670106	Inf	5.20164312266242	1.97534264483544e-07	35	DKT
Lang critical vs. baseline	-0.0135803264872646	0.0153840926129304	Inf	-0.882751217699396	0.377370702664853	35	DKT
MD critical vs. baseline	-0.113766846456711	0.0256482287226971	Inf	-4.43566094511762	9.17902226225024e-06	35	DKT
Alice critical vs. baseline	0.0135175232558476	0.0482528515391985	Inf	0.280139366372298	0.779370583340287	36	DKT
Lang critical vs. baseline	0.0351490283286094	0.0119084396662823	Inf	2.95160653398873	0.00316125474023498	36	DKT
MD critical vs. baseline	0.0617046240157473	0.0198536496091119	Inf	3.10797386025326	0.00188374728646291	36	DKT
Alice critical vs. baseline	-0.0693216511627937	0.055259972541568	Inf	-1.25446408990971	0.209673370209306	39	DKT
Lang critical vs. baseline	-0.0387115354107644	0.0136377442571886	Inf	-2.83855853876707	0.00453178060659637	39	DKT
MD critical vs. baseline	0.112226127952756	0.0227367315558168	Inf	4.93589536724969	7.97838753670484e-07	39	DKT
Alice critical vs. baseline	0.142252558139567	0.103105932947769	Inf	1.3796738371169	0.167687091866514	40	DKT
Lang critical vs. baseline	0.202052104107644	0.0254457662620574	Inf	7.94049988618055	2.01368038265221e-15	40	DKT
MD critical vs. baseline	0.400992118110237	0.0424229656915215	Inf	9.45224152941239	3.31651087010986e-21	40	DKT
Alice critical vs. baseline	0.00304225581396599	0.107811129094288	Inf	0.0282183837561457	0.977487974945114	42	DKT
Lang critical vs. baseline	0.222722686968832	0.0266069731677957	Inf	8.37083893625332	5.72094604999411e-17	42	DKT
MD critical vs. baseline	0.206886194881888	0.0443589199958865	Inf	4.66391415528316	3.10250846723536e-06	42	DKT
Alice critical vs. baseline	0.0355122674418581	0.0374826292000371	Inf	0.947432669473009	0.343418350441052	43	DKT
Lang critical vs. baseline	0.018657931526391	0.00928336156351165	Inf	2.00982493235276	0.0444497210085599	43	DKT
MD critical vs. baseline	-0.0282916225296443	0.015452687212121	Inf	-1.83085453949088	0.0671222572678982	43	DKT
Alice critical vs. baseline	0.0324962441860653	0.0453000422806184	Inf	0.717355714256557	0.473154637892724	44	DKT
Lang critical vs. baseline	0.0362737230878179	0.0111797086217909	Inf	3.24460362205819	0.0011761421600465	44	DKT
MD critical vs. baseline	0.171202988188975	0.0186387153925345	Inf	9.18534269038455	4.10219037508251e-20	44	DKT
Alice critical vs. baseline	0.0289638023256061	0.0898176378631885	Inf	0.322473436339131	0.747094058551428	45	DKT
Lang critical vs. baseline	0.130659400849857	0.0221663153024824	Inf	5.89450249474819	3.75811920349232e-09	45	DKT
MD critical vs. baseline	0.131504895669291	0.0369554928666795	Inf	3.55846683316354	0.000373025883629266	45	DKT
Alice critical vs. baseline	0.0965356627907198	0.0522304661624398	Inf	1.84826347309419	0.0645642371124321	46	DKT
Lang critical vs. baseline	0.0634214398016998	0.0128900849420665	Inf	4.92017237176812	8.64680274411603e-07	46	DKT
MD critical vs. baseline	0.115572212598427	0.0214902402869856	Inf	5.37789299026203	7.53625841762701e-08	46	DKT
Alice critical vs. baseline	0.0364401744186047	0.0464035149804347	Inf	0.785289097904955	0.432284086367983	47	DKT
Lang critical vs. baseline	0.0624067634560901	0.0114520373578135	Inf	5.4494027137897	5.05392592148141e-08	47	DKT
MD critical vs. baseline	-0.118809771653544	0.0190927395514505	Inf	-6.22277234408292	4.88445883054993e-10	47	DKT
Alice critical vs. baseline	0.00649229069773936	0.0996353352918515	Inf	0.0651605244135744	0.948046191255674	48	DKT
Lang critical vs. baseline	0.14678019050991	0.024589248948094	Inf	5.96928319444615	2.38298182050286e-09	48	DKT
MD critical vs. baseline	0.313545281496063	0.0409949872903112	Inf	7.64838099047702	2.03525452089006e-14	48	DKT
Alice critical vs. baseline	-0.0106873837208722	0.0546052510660596	Inf	-0.195720805457757	0.844828698949875	49	DKT
Lang critical vs. baseline	0.0291426827195471	0.0134761639372571	Inf	2.16253548526353	0.0305769249526019	49	DKT
MD critical vs. baseline	0.0572164192913373	0.0224673462168852	Inf	2.54664786570729	0.0108763122329009	49	DKT
Alice critical vs. baseline	0.0202922209302537	0.0832437814354429	Inf	0.243768610463602	0.80741003227673	50	DKT
Lang critical vs. baseline	0.219327922096317	0.020543937139382	Inf	10.6760413356149	1.31771690870859e-26	50	DKT
MD critical vs. baseline	0.254211984251973	0.0342506777535067	Inf	7.42210084371091	1.15276985075057e-13	50	DKT
Alice critical vs. baseline	0.200874895348856	0.0700108767095997	Inf	2.86919554203086	0.00411517300604515	51	DKT
Lang critical vs. baseline	0.16627371671388	0.0172781561023916	Inf	9.62334844809426	6.37223134118804e-22	51	DKT
MD critical vs. baseline	-0.305851206692914	0.028805995307655	Inf	-10.6176232907889	2.46763909705802e-26	51	DKT
Alice critical vs. baseline	1.05492398837227	0.0787313768879554	Inf	13.3990288252364	6.12595116403175e-41	52	DKT
Lang critical vs. baseline	0.605535468838519	0.019430309745568	Inf	31.1644784240581	3.22899133494729e-213	52	DKT
MD critical vs. baseline	-0.2046239940945	0.0323940476078719	Inf	-6.31671585383408	2.67180176355336e-10	52	DKT
Alice critical vs. baseline	0.00982281395348747	0.0331842269397503	Inf	0.296008521497936	0.767223573660831	53	DKT
Lang critical vs. baseline	0.0543763541076487	0.00818961681597626	Inf	6.63967012492839	3.14385950140401e-11	53	DKT
MD critical vs. baseline	0.00988325196850356	0.0136536596946158	Inf	0.723853691212249	0.469155562735597	53	DKT
Alice critical vs. baseline	-0.0021401395348844	0.0474896495095656	Inf	-0.0450653891318638	0.96405518885209	54	DKT
Lang critical vs. baseline	0.0290299907932012	0.0117200871641362	Inf	2.47694325022033	0.0132512969897944	54	DKT
MD critical vs. baseline	-0.0847947716535435	0.0195396299150629	Inf	-4.33963038307989	1.42722567124293e-05	54	DKT
Alice critical vs. baseline	0.622641523255864	0.10121359889017	Inf	6.15175757095163	7.66289503365402e-10	55	DKT
Lang critical vs. baseline	0.472309990793199	0.0249787524953151	Inf	18.9084699438766	9.71344139855882e-80	55	DKT
MD critical vs. baseline	0.18605032677165	0.0416443643006285	Inf	4.46759915527976	7.91023495265288e-06	55	DKT
Alice critical vs. baseline	0.154630151162868	0.09474220636245	Inf	1.63211473639645	0.102655317926978	56	DKT
Lang critical vs. baseline	0.221311062322942	0.0233816616495947	Inf	9.46515545556953	2.93124720560701e-21	56	DKT
MD critical vs. baseline	-0.00626223228346462	0.0389817079885147	Inf	-0.160645405411935	0.872372690957653	56	DKT
Alice critical vs. baseline	0.774824209302505	0.102484041710976	Inf	7.56043766782396	4.01715356896417e-14	57	DKT
Lang critical vs. baseline	0.525486805948997	0.0252922881973195	Inf	20.7765624782295	7.05315108207515e-96	57	DKT
MD critical vs. baseline	-0.0762309842519762	0.0421670883637287	Inf	-1.80783134928397	0.0706327530204417	57	DKT
Alice critical vs. baseline	0.0538315930232957	0.123829428550083	Inf	0.434723745830125	0.663762960186585	58	DKT
Lang critical vs. baseline	0.2897406898017	0.0305601686068416	Inf	9.4809912055536	2.5187895648876e-21	58	DKT
MD critical vs. baseline	0.38136699803149	0.0509496539024773	Inf	7.48517347657484	7.14526921515195e-14	58	DKT
Alice critical vs. baseline	0.147009709302327	0.0820561698965175	Inf	1.79157410695288	0.0732012138987257	59	DKT
Lang critical vs. baseline	0.0879934199716718	0.0202508435727386	Inf	4.3451730618337	1.39165901689547e-05	59	DKT
MD critical vs. baseline	0.0137946811023635	0.0337620346450984	Inf	0.408585597620854	0.68284380180995	59	DKT
Alice critical vs. baseline	-0.0164743488372104	0.041494299236487	Inf	-0.397026799833846	0.691347697942454	60	DKT
Lang critical vs. baseline	-0.0127886855524076	0.010240479954867	Inf	-1.24883653976877	0.211724866333155	60	DKT
MD critical vs. baseline	-0.0496138877952757	0.0170728413251924	Inf	-2.90601235320253	0.00366066996671541	60	DKT
Alice critical vs. baseline	0.309338534883658	0.0849583350448669	Inf	3.64106164180707	0.00027151611275323	61	DKT
Lang critical vs. baseline	0.235445079320117	0.0209670760329617	Inf	11.2292757917213	2.92869121965697e-29	61	DKT
MD critical vs. baseline	0.0596551633858252	0.0349561313279916	Inf	1.70657224124958	0.0879015883041601	61	DKT
Alice critical vs. baseline	-0.0251748953488507	0.067371294124914	Inf	-0.373673916700689	0.708646933280305	62	DKT
Lang critical vs. baseline	0.0336182422096337	0.016626727037554	Inf	2.02193986427406	0.0431825647838413	62	DKT
MD critical vs. baseline	0.12353009448819	0.0277199382959125	Inf	4.4563625347754	8.3362012735471e-06	62	DKT
Alice critical vs. baseline	-0.073983406976752	0.0492454347455735	Inf	-1.50234041711658	0.13300921560904	63	DKT
Lang critical vs. baseline	-0.0480838456090647	0.0121534017120439	Inf	-3.95641045596428	7.60843889181166e-05	63	DKT
MD critical vs. baseline	-0.107774854330708	0.0202620482541378	Inf	-5.31905032398188	1.04310283439186e-07	63	DKT
Alice critical vs. baseline	-0.173462453488357	0.103539180996021	Inf	-1.67533152010371	0.0938692043768019	64	DKT
Lang critical vs. baseline	0.0335823512747834	0.0255526886112776	Inf	1.31423944406233	0.188765638516732	64	DKT
MD critical vs. baseline	0.548440751968503	0.0426012257252699	Inf	12.8738256383826	6.31929321634645e-38	64	DKT
Alice critical vs. baseline	0.21190655813956	0.0824129784119643	Inf	2.57127654190928	0.0101324381127	65	DKT
Lang critical vs. baseline	0.16037404036827	0.0203389012220389	Inf	7.88508870845449	3.14312154841202e-15	65	DKT
MD critical vs. baseline	-0.0268661594488186	0.033908843611143	Inf	-0.7923053866688	0.428182631568862	65	DKT
Alice critical vs. baseline	-0.0709162441859961	0.11626203406683	Inf	-0.609969064752744	0.541882300175414	66	DKT
Lang critical vs. baseline	0.0835379235127464	0.0286925927484166	Inf	2.91148047320876	0.00359720390900215	66	DKT
MD critical vs. baseline	0.592651251968496	0.0478360472713256	Inf	12.3892187121353	2.98941585857644e-35	66	DKT
Alice critical vs. baseline	1.1291128488375	0.0691408710844886	Inf	16.3306135882747	5.97800853659724e-60	67	DKT
Lang critical vs. baseline	0.576977178470246	0.0170634452787724	Inf	33.813638983449	1.24315722605035e-250	67	DKT
MD critical vs. baseline	-0.17132210236222	0.0284480312436065	Inf	-6.02228326083982	1.71973578229746e-09	67	DKT
Alice critical vs. baseline	0.0776030697674474	0.0926093716466366	Inf	0.837961303350078	0.402052437021323	68	DKT
Lang critical vs. baseline	0.113906822946175	0.0228552941351117	Inf	4.98382660370947	6.23389486340021e-07	68	DKT
MD critical vs. baseline	0.21702547047244	0.0381041525328027	Inf	5.69558581011896	1.22949027863669e-08	68	DKT
Alice critical vs. baseline	0.261716616279452	0.0742342688078203	Inf	3.52554986372926	0.000422604610308525	71	DKT
Lang critical vs. baseline	-0.0267517726629081	0.018320457404478	Inf	-1.46021314164183	0.1442315046721	71	DKT
MD critical vs. baseline	-0.150150637795287	0.0305437111981202	Inf	-4.9159264511553	8.83635701528748e-07	71	DKT
Alice critical vs. baseline	-0.027892558139552	0.0550895762840875	Inf	-0.506312809445382	0.612637072066965	72	DKT
Lang critical vs. baseline	0.0115071140226627	0.0135956917465729	Inf	0.846379444103192	0.397341102007152	72	DKT
MD critical vs. baseline	0.0460409724409451	0.0226666219667905	Inf	2.03122337807553	0.0422323399085143	72	DKT
Alice critical vs. baseline	0.0350285581395432	0.10678206456853	Inf	0.328037843069262	0.742883049705498	1	Glasser
Lang critical vs. baseline	0.278220368271955	0.0263530078076807	Inf	10.5574426381366	4.69272509904084e-26	1	Glasser
MD critical vs. baseline	0.326562925196846	0.0439355111015329	Inf	7.43277856588888	1.06339838890152e-13	1	Glasser
Alice critical vs. baseline	0.302250395348855	0.10445477953511	Inf	2.89360043354705	0.00380852469068774	2	Glasser
Lang critical vs. baseline	0.430869964589232	0.025778651422044	Inf	16.7142166413245	1.03268037558832e-62	2	Glasser
MD critical vs. baseline	-0.0293569350393711	0.0429779490068554	Inf	-0.683069707088357	0.494562796193585	2	Glasser
Alice critical vs. baseline	-0.114965616279022	0.121940899905479	Inf	-0.942797833771408	0.345784319962137	3	Glasser
Lang critical vs. baseline	0.0456680155807349	0.0300940939873141	Inf	1.5175075747416	0.12913858250772	3	Glasser
MD critical vs. baseline	0.117380525590549	0.0501726182498554	Inf	2.33953358794242	0.019307835360571	3	Glasser
Alice critical vs. baseline	-0.00388991860460011	0.10234294739869	Inf	-0.0380086630634784	0.969680774894811	4	Glasser
Lang critical vs. baseline	0.234438452549573	0.0252574671856793	Inf	9.28194623895214	1.66410624252019e-20	4	Glasser
MD critical vs. baseline	0.222593234251968	0.0421090350684597	Inf	5.2861157680313	1.24940841400655e-07	4	Glasser
Alice critical vs. baseline	-0.0370359418604664	0.114717297694356	Inf	-0.32284531282407	0.746812394268523	5	Glasser
Lang critical vs. baseline	0.185866633852691	0.0283113634675535	Inf	6.56508945836204	5.2001633478885e-11	5	Glasser
MD critical vs. baseline	0.18860029527559	0.0472004650477013	Inf	3.99572959895605	6.44953157283619e-05	5	Glasser
Alice critical vs. baseline	-0.0303137441860265	0.11024267335578	Inf	-0.274972869064927	0.783337082480907	6	Glasser
Lang critical vs. baseline	0.0286922245042553	0.0272070599442293	Inf	1.05458746968877	0.291614037005595	6	Glasser
MD critical vs. baseline	0.318731295275593	0.0453593795798661	Inf	7.02680015087926	2.1132370474067e-12	6	Glasser
Alice critical vs. baseline	-0.0292589767444136	0.106739630698702	Inf	-0.274115401682474	0.783995938165005	7	Glasser
Lang critical vs. baseline	-0.0220528718130235	0.0263425354487946	Inf	-0.837158285537493	0.402503601662509	7	Glasser
MD critical vs. baseline	0.357568988188984	0.0439180516736205	Inf	8.14173157876581	3.89664372137658e-16	7	Glasser
Alice critical vs. baseline	0.187545279069813	0.0854749125771856	Inf	2.19415584544126	0.0282242076408354	8	Glasser
Lang critical vs. baseline	0.173748070113313	0.0210945634700838	Inf	8.23662790461255	1.77132299834425e-16	8	Glasser
MD critical vs. baseline	-0.132393799212601	0.0351686773018655	Inf	-3.76453734885213	0.000166857728466344	8	Glasser
Alice critical vs. baseline	0.177153220930232	0.0846343159384686	Inf	2.09316066380245	0.0363348148828625	9	Glasser
Lang critical vs. baseline	0.119094801699717	0.0208871105624005	Inf	5.70183230197974	1.18526404591037e-08	9	Glasser
MD critical vs. baseline	-0.120815251968502	0.0348228135737064	Inf	-3.46942821586726	0.000521567424325321	9	Glasser
Alice critical vs. baseline	0.745219779069794	0.161139746879928	Inf	4.62468008979243	3.75176995580743e-06	10	Glasser
Lang critical vs. baseline	1.06849801203966	0.0397680736443256	Inf	26.868236605977	5.16468450681938e-159	10	Glasser
MD critical vs. baseline	0.0905820807086594	0.0663009950832864	Inf	1.36622505582113	0.171868335479817	10	Glasser
Alice critical vs. baseline	0.786326186046342	0.158139564749373	Inf	4.97235582564393	6.6144158637113e-07	11	Glasser
Lang critical vs. baseline	1.12703556444761	0.0390276513324863	Inf	28.8778731480947	2.26422073699702e-183	11	Glasser
MD critical vs. baseline	0.201894730314971	0.0650665692849474	Inf	3.10289496639679	0.00191637641040233	11	Glasser
Alice critical vs. baseline	1.3455615116281	0.174665025946397	Inf	7.70366880454387	1.32214252537376e-14	12	Glasser
Lang critical vs. baseline	1.60769696954674	0.0431060104624589	Inf	37.2963526964965	1.88043199940202e-304	12	Glasser
MD critical vs. baseline	0.215490647637802	0.0718659750354639	Inf	2.99850725647934	0.00271305695484699	12	Glasser
Alice critical vs. baseline	-0.0323498139535142	0.135598457067393	Inf	-0.238570664100081	0.811438514991837	13	Glasser
Lang critical vs. baseline	0.181699712056742	0.0334884014438065	Inf	5.4257505352005	5.77115165661054e-08	13	Glasser
MD critical vs. baseline	0.22319698622047	0.0557920240623511	Inf	4.00051781543242	6.32040283980278e-05	13	Glasser
Alice critical vs. baseline	0.047784	0.0488849618032777	Inf	0.977478517673632	0.328332307938141	14	Glasser
Lang critical vs. baseline	0.0957167301699715	0.0120644397098465	Inf	7.93378992079107	2.12557533778183e-15	14	Glasser
MD critical vs. baseline	-0.14671612007874	0.0201137315586135	Inf	-7.29432624926874	3.00157302885191e-13	14	Glasser
Alice critical vs. baseline	-0.185172569767353	0.137954997522769	Inf	-1.34226793586649	0.179509135929186	15	Glasser
Lang critical vs. baseline	-0.0519802407932066	0.0340462524443227	Inf	-1.5267536677704	0.12682227665644	15	Glasser
MD critical vs. baseline	0.28222716929134	0.0567616233087886	Inf	4.97214760324943	6.62152593463618e-07	15	Glasser
Alice critical vs. baseline	-0.020637511627965	0.157722563984055	Inf	-0.13084691946836	0.895896405667541	16	Glasser
Lang critical vs. baseline	0.0927110950354643	0.0389523351052567	Inf	2.38011648813713	0.017307165967378	16	Glasser
MD critical vs. baseline	0.462293757874017	0.0648949942004227	Inf	7.12371984264705	1.05052472635428e-12	16	Glasser
Alice critical vs. baseline	0.0308757790698044	0.145848930271653	Inf	0.211696986822573	0.832343438993872	17	Glasser
Lang critical vs. baseline	0.0847154907932006	0.0359944154828002	Inf	2.35357317675242	0.0185939476665588	17	Glasser
MD critical vs. baseline	0.524599978346457	0.0600095842030163	Inf	8.7419365641945	2.29148149508036e-18	17	Glasser
Alice critical vs. baseline	0.228282406976922	0.0832428039529899	Inf	2.7423680622993	0.00609979493698189	18	Glasser
Lang critical vs. baseline	0.0384178689801634	0.020543695904086	Inf	1.87005635010994	0.0614759931217307	18	Glasser
MD critical vs. baseline	0.182125301181101	0.0342502755680671	Inf	5.31748425845962	1.05211783598381e-07	18	Glasser
Alice critical vs. baseline	-0.062160000000067	0.125843384569242	Inf	-0.493947299755477	0.62134339864815	19	Glasser
Lang critical vs. baseline	0.0278183951841374	0.0310571977559952	Inf	0.8957149129389	0.370405043540499	19	Glasser
MD critical vs. baseline	0.498496545275594	0.0517782966843481	Inf	9.62751919620954	6.11888578012964e-22	19	Glasser
